text,category
Very slow mobile data signal near health center Brgy Mabini; calls dropping frequently Sana ma-actionan agad,Internet
Earthquake aftershocks reported; cracks seen at plaza Brgy. Pag-asa; request inspection. Pls respond asap.,Disaster
Loud karaoke in Brgy. Mabini near chapel past 5:30 AM; kids can't sleep.,Noise
Exposed electrical wire hanging near health center in Brgy. Bayanihan; could electrocute someone.,Electricity
Blocked fire exit/escape route near evacuation center Brgy. Riverside; please enforce safety.,Public Safety
Bar music too loud near bridge Brgy. Mabini; windows shaking. Sana ma-actionan agad.,Noise
"Standing water in front of chapel, Brgy. Poblacion 3 days ago; possible mosquito breeding.",Flooding
Road shoulder collapsed near Brgy. Mabini along Rizal St. nung bagyo; risk of accident.,Road Damage
"Illegal vendors blocking one lane on Liberty St., Brgy. Malinis; cars stuck and honking.",Traffic
Transformer humming loudly and smells burnt near JP Laurel St Brgy Mabini; possible overload Need help ASAP,Electricity
Tap water is brown/muddy in Brgy. Bagong Silang for 1 week; possible pipe contamination.,Water Supply
Faded pedestrian crossing near evacuation center Brgy. Pag-asa; drivers don't slow down. Pls respond asap.,Traffic
Flickering streetlight at JP Laurel St. Brgy. Pag-asa; safety concern for vendors.,Streetlight
Community WiFi at evacuation center Brgy. Riverside not working this morning; router keeps rebooting.,Internet
"Possible dengue risk: standing water and many mosquitoes near terminal, Brgy Poblacion since yesterday 🔥",Health
Loud karaoke in Brgy Bayanihan near plaza past 12:40 PM; kids can't sleep 🔥,Noise
May naghihinalang tao paikot-ikot near chapel Brgy. San Isidro yesterday; residents feel unsafe.,Crime
Heavy traffic due to double parking near riverbank in Brgy Bayanihan at 4:25 PM Need help ASAP,Traffic
"May tambak na basura sa kanto ng Mabini Ave., Brgy. Malinis. Hindi pa kinukuha last night. May daga na.",Garbage
Several streetlights out along Rizal St. in Brgy. Riverside; please repair.,Streetlight
Blocked fire exit/escape route near elementary school Brgy. San Isidro; pls enforce safety.,Public Safety
Broken lamp cover at Brgy. Poblacion near plaza; bulb exposed and could shatter.,Streetlight
Grass fire reported near bridge in Brgy. Bayanihan yesterday; smoke reducing visibility on National Hwy. 🚨,Fire
"Low water pressure on Liberty St., Brgy. Bagong Silang since Monday; tap only drips.",Water Supply
Minor landslide/soil erosion near Brgy. Malinis roadside on National Hwy tuwing malakas ang ulan. thank you.,Disaster
No water supply in Brgy. Mabini since 11:55 PM; residents cannot store water.,Water Supply
Open trench left by roadworks near health center in Brgy. Mabini; no warning signs.,Road Damage
"Large pothole on Quezon Blvd., Brgy. Riverside; a motorcycle almost crashed since yesterday. Needs patching.",Road Damage
Fallen tree blocking Sampaguita St. in Brgy. Riverside tuwing malakas ang ulan; needs clearing team.,Disaster
Kitchen fire at a stall near terminal Brgy. Poblacion; needs inspection of LPG safety.,Fire
Faded pedestrian crossing near chapel Brgy. Malinis; drivers don't slow down.,Traffic
"May nagsusunog ng basura near chapel, Brgy New Era around 12:40 PM; usok pumapasok sa bahay",Garbage
"Broken sidewalk tiles near bridge, Brgy. New Era; pedestrians keep tripping. thank you.",Road Damage
"Streetlight not working on National Hwy, Brgy. Bayanihan; area is very dark at night.",Streetlight
Pack of stray dogs near plaza in Brgy. Bayanihan 6:15 AM; chased children.,Animal Control
Motorcycle theft attempt near elementary school in Brgy. Bayanihan last night; please increase patrol.,Crime
"Knee-deep floodwater after heavy rain along Rizal St., Brgy. Poblacion. Drainage clogged with leaves and plastic.",Flooding
May nag-iinuman at sobrang ingay sa Bonifacio Rd. Brgy. Poblacion hanggang 12:40 PM.,Noise
Forest/brush fire near Brgy. New Era boundary; flames visible from Bonifacio Rd. at 9:30 PM.,Fire
Pack of stray dogs near health center in Brgy. Bayanihan 11:55 PM; chased children.,Animal Control
"Power pole leaning dangerously on Mabini Ave., Brgy. San Isidro; might fall during drizzle. thank you.",Electricity
"Streetlight not working on Maharlika Rd., Brgy. Riverside; area is very dark at night.",Streetlight
Grass fire reported near public market in Brgy. Pag-asa for 1 week; smoke reducing visibility on Del Pilar St..,Fire
Broken lamp cover at Brgy. Bagong Silang near terminal; bulb exposed and could shatter.,Streetlight
Illegal dumping of mixed waste and construction debris beside the public market at Brgy. Mabini.,Garbage
No traffic enforcer at intersection of Maharlika Rd. in Brgy. Riverside; near-misses happening.,Traffic
Fallen tree blocking Bonifacio Rd. in Brgy. New Era during drizzle; needs clearing team.,Disaster
May nag-iinuman at sobrang ingay sa Rizal St. Brgy. San Isidro hanggang 9:30 PM.,Noise
Fiber line hanging low across National Hwy Brgy. Poblacion; trucks might hit it. thank you.,Internet
Transformer humming loudly and smells burnt near Rizal St. Brgy. Poblacion; possible overload. thank you.,Electricity
Very slow mobile data signal near health center Brgy. Riverside; calls dropping frequently. Need help ASAP.,Internet
Dead animal (dog/cat) on JP Laurel St. Brgy. Poblacion; needs proper disposal to avoid disease.,Animal Control
Open trench left by roadworks near covered court in Brgy. New Era; no warning signs.,Road Damage
Water interruption happens every morning in Brgy. Poblacion; need schedule/notice. Need help ASAP.,Water Supply
Water interruption happens every morning in Brgy. New Era; need schedule/notice.,Water Supply
"Power pole leaning dangerously on Del Pilar St., Brgy. Bayanihan; might fall after the thunderstorm.",Electricity
Snake spotted near riverbank Brgy Mabini since yesterday; residents scared,Animal Control
No water supply in Brgy Malinis since 7:00 PM; residents cannot store water,Water Supply
"Streetlight not working on National Hwy, Brgy. New Era; area is very dark at night.",Streetlight
Road shoulder collapsed near Brgy. Sta. Cruz along Bonifacio Rd. kahapon pagkatapos ng ulan; risk of accident. thank you.,Road Damage
Intermittent internet: disconnects every few minutes in Brgy. Riverside especially at 8:10 AM.,Internet
May nag-iinuman at sobrang ingay sa Sampaguita St. Brgy. Bagong Silang hanggang 7:00 PM.,Noise
May bitak at lubak sa kalsada sa Del Pilar St. Brgy. Malinis; delikado lalo na pag gabi.,Road Damage
Faded pedestrian crossing near park Brgy San Isidro; drivers don't slow down,Traffic
Broken footbridge/handrail near park Brgy. Bagong Silang; risk of falling. Need help ASAP.,Public Safety
Stray animals roaming near chapel in Brgy. Bagong Silang; risk of bites and rabies.,Health
"Possible dengue risk: standing water and many mosquitoes near bridge, Brgy. Bayanihan since Monday.",Health
"Electrical sparks seen then small fire on pole near health center, Brgy. Bagong Silang after the thunderstorm.",Fire
Strong winds damaged roofs in Brgy. Poblacion for 1 week; families need temporary shelter.,Disaster
"Motorcycle with modified muffler keeps revving on Sampaguita St., Brgy. Bayanihan every night.",Noise
Forest/brush fire near Brgy Bagong Silang boundary; flames visible from JP Laurel St at 9:30 PM 😟,Fire
Faded pedestrian crossing near health center Brgy. New Era; drivers don't slow down.,Traffic
Very slow mobile data signal near bridge Brgy. Riverside; calls dropping frequently.,Internet
Fallen tree blocking Quezon Blvd. in Brgy. Pag-asa nung bagyo; needs clearing team.,Disaster
"Construction drilling starts at 5:30 AM in Brgy. Pag-asa, Liberty St.; violates quiet hours.",Noise
"Standing water in front of terminal, Brgy. Mabini today; possible mosquito breeding.",Flooding
Broken footbridge/handrail near health center Brgy. San Isidro; risk of falling.,Public Safety
Reported burglary at Mabini Ave. Brgy. San Isidro; window forced open since yesterday.,Crime
Community WiFi at park Brgy. Malinis not working 3 days ago; router keeps rebooting. Sana ma-actionan agad.,Internet
Very slow mobile data signal near chapel Brgy. New Era; calls dropping frequently.,Internet
Broken footbridge/handrail near riverbank Brgy. Pag-asa; risk of falling. Need help ASAP.,Public Safety
"Large pothole on Bonifacio Rd, Brgy Riverside; a motorcycle almost crashed yesterday Needs patching",Road Damage
May naghihinalang tao paikot-ikot near evacuation center Brgy. Sta. Cruz since Monday; residents feel unsafe.,Crime
Bar music too loud near elementary school Brgy. New Era; windows shaking.,Noise
Fallen tree blocking Rizal St. in Brgy. Poblacion during drizzle; needs clearing team.,Disaster
"Construction drilling starts at 4:25 PM in Brgy. Bagong Silang, Del Pilar St.; violates quiet hours.",Noise
Forest/brush fire near Brgy. Poblacion boundary; flames visible from Del Pilar St. at 4:25 PM. Pls respond asap.,Fire
"Illegal vendors blocking one lane on Sampaguita St., Brgy. Pag-asa; cars stuck and honking.",Traffic
Evacuation center at barangay hall Brgy. Bagong Silang lacks supplies (water/blankets) since Monday.,Disaster
Community WiFi at terminal Brgy. New Era not working 3 days ago; router keeps rebooting.,Internet
Pack of stray dogs near park in Brgy. Poblacion 8:10 AM; chased children.,Animal Control
Faded pedestrian crossing near park Brgy. New Era; drivers don't slow down. Sana ma-actionan agad.,Traffic
Tap water is brown/muddy in Brgy. Bagong Silang for 1 week; possible pipe contamination.,Water Supply
Internet connection down in Brgy. Sta. Cruz since last night; students can't attend online class. Pls respond asap.,Internet
"Tricycles loading/unloading in the middle of Liberty St., Brgy. Riverside; causes congestion. Need help ASAP.",Traffic
"Tricycles loading/unloading in the middle of Mabini Ave., Brgy. Bagong Silang; causes congestion.",Traffic
Broken footbridge/handrail near plaza Brgy. Poblacion; risk of falling.,Public Safety
Uncollected garbage after market day near chapel in Brgy. Riverside; plastic scattered on the road.,Garbage
Grass fire reported near health center in Brgy. Bayanihan for 1 week; smoke reducing visibility on Del Pilar St.. thank you.,Fire
Grass fire reported near evacuation center in Brgy. San Isidro for 1 week; smoke reducing visibility on Liberty St..,Fire
Strong winds damaged roofs in Brgy. Mabini yesterday; families need temporary shelter.,Disaster
Open manhole on Bonifacio Rd Brgy Riverside near park; very dangerous at night,Public Safety
Reported burglary at Liberty St. Brgy. Pag-asa; window forced open this morning.,Crime
"Broken sidewalk tiles near chapel, Brgy. Malinis; pedestrians keep tripping.",Road Damage
No traffic enforcer at intersection of Del Pilar St. in Brgy. Poblacion; near-misses happening. 😷,Traffic
"Snatching incident reported on Liberty St., Brgy. Bagong Silang at 7:00 PM; CCTV in area should be checked. Pls respond asap.",Crime
Heavy traffic due to double parking near barangay hall in Brgy. Poblacion at 5:30 AM. Sana ma-actionan agad.,Traffic
May naghihinalang tao paikot-ikot near terminal Brgy. Sta. Cruz last night; residents feel unsafe. Sana ma-actionan agad.,Crime
Forest/brush fire near Brgy Bagong Silang boundary; flames visible from Quezon Blvd at 11:55 PM,Fire
Dead animal (dog/cat) on Liberty St. Brgy. Malinis; needs proper disposal to avoid disease.,Animal Control
"Power pole leaning dangerously on Liberty St., Brgy. Riverside; might fall after heavy rain.",Electricity
May nasusunog na basura/kanal near Mabini Ave. Brgy. Sta. Cruz around 12:40 PM; strong odor and smoke.,Fire
Baha sa tapat ng barangay hall Brgy. Mabini at 11:55 PM; vehicles cannot pass safely.,Flooding
Exposed electrical wire hanging near evacuation center in Brgy. Sta. Cruz; could electrocute someone.,Electricity
Motorcycle theft attempt near bridge in Brgy. Mabini last night; pls increase patrol.,Crime
Illegal dumping of mixed waste and construction debris beside the terminal at Brgy. New Era.,Garbage
Fallen tree blocking Liberty St. in Brgy. San Isidro nung bagyo; needs clearing team.,Disaster
Uncovered well/pit near Brgy. Bagong Silang houses; children at risk.,Public Safety
"May nagsusunog ng basura near riverbank, Brgy Mabini around 4:25 PM; usok pumapasok sa bahay Need help ASAP",Garbage
Uncollected garbage after market day near health center in Brgy. Mabini; plastic scattered on the road.,Garbage
"Large pothole on Rizal St., Brgy. Sta. Cruz; a motorcycle almost crashed last night. Needs patching.",Road Damage
May nasusunog na basura/kanal near National Hwy Brgy. New Era around 5:30 AM; strong odor and smoke.,Fire
Loose hanging cables across Sampaguita St. Brgy. Riverside; could snag vehicles. Pls respond asap.,Public Safety
Frequent voltage fluctuation/brownout in Brgy. San Isidro today; lights flicker.,Electricity
"Broken sidewalk tiles near bridge, Brgy. Poblacion; pedestrians keep tripping.",Road Damage
"May nagsusunog ng basura near park, Brgy. New Era around 6:15 AM; usok pumapasok sa bahay.",Garbage
Patay ang ilaw sa poste malapit sa plaza Brgy. Bagong Silang since since yesterday.,Streetlight
"Illegal vendors blocking one lane on Maharlika Rd., Brgy. San Isidro; cars stuck and honking.",Traffic
Strong winds damaged roofs in Brgy. San Isidro 3 days ago; families need temporary shelter.,Disaster
"Manhole cover missing on Sampaguita St., Brgy. Riverside; water cannot drain properly after the thunderstorm.",Flooding
Broken footbridge/handrail near elementary school Brgy. Mabini; risk of falling.,Public Safety
Reported burglary at Quezon Blvd. Brgy. Poblacion; window forced open for 1 week.,Crime
Frequent voltage fluctuation/brownout in Brgy. New Era yesterday; lights flicker.,Electricity
Water interruption happens every morning in Brgy. Sta. Cruz; need schedule/notice.,Water Supply
